resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
23017.0,952.0,835.0,4.0,30.0,17.0,13.0,13,13.0,0.0,65.0,,,35.0,14.0,01:29.8,186.658,11.0
23018.0,952.0,825.0,4.0,20.0,15.0,14.0,14,14.0,0.0,65.0,,,57.0,5.0,01:28.7,188.894,11.0
23019.0,952.0,831.0,15.0,12.0,20.0,15.0,15,15.0,0.0,65.0,,,38.0,16.0,01:29.9,186.396,11.0
23020.0,952.0,836.0,209.0,94.0,21.0,16.0,16,16.0,0.0,65.0,,,37.0,19.0,01:31.2,183.786,11.0
23021.0,952.0,837.0,209.0,88.0,22.0,17.0,17,17.0,0.0,65.0,,,52.0,10.0,01:29.4,187.445,11.0
23022.0,952.0,154.0,210.0,8.0,14.0,,R,18.0,0.0,56.0,,,41.0,7.0,01:29.0,188.347,5.0
23023.0,952.0,4.0,1.0,14.0,10.0,,R,19.0,0.0,45.0,,,41.0,13.0,01:29.8,186.718,5.0
23024.0,952.0,807.0,10.0,27.0,11.0,,R,20.0,0.0,20.0,,,8.0,20.0,01:31.8,182.529,5.0
23025.0,952.0,1.0,131.0,44.0,1.0,,R,21.0,0.0,0.0,,,,0.0,,,4.0
23026.0,952.0,3.0,131.0,6.0,2.0,,R,22.0,0.0,0.0,,,,0.0,,,4.0
23027.0,953.0,1.0,131.0,44.0,3.0,1.0,1,1.0,25.0,78.0,59:29.1,7169133.0,71.0,1.0,01:17.9,154.135,1.0
23028.0,953.0,817.0,9.0,3.0,1.0,2.0,2,2.0,18.0,78.0,7.252,7176385.0,67.0,3.0,01:18.3,153.437,1.0
23029.0,953.0,815.0,10.0,11.0,7.0,3.0,3,3.0,15.0,78.0,13.825,7182958.0,64.0,4.0,01:18.4,153.139,1.0
23030.0,953.0,20.0,6.0,5.0,4.0,4.0,4,4.0,12.0,78.0,15.846,7184979.0,62.0,2.0,01:18.0,154.005,1.0
23031.0,953.0,4.0,1.0,14.0,9.0,5.0,5,5.0,10.0,78.0,+1:25.076,7254209.0,72.0,8.0,01:19.2,151.739,1.0
23032.0,953.0,807.0,10.0,27.0,5.0,6.0,6,6.0,8.0,78.0,+1:32.999,7262132.0,74.0,11.0,01:19.2,151.62,1.0
23033.0,953.0,3.0,131.0,6.0,2.0,7.0,7,7.0,6.0,78.0,+1:33.290,7262423.0,74.0,6.0,01:18.8,152.523,1.0
23034.0,953.0,832.0,5.0,55.0,6.0,8.0,8,8.0,4.0,77.0,,,70.0,5.0,01:18.5,152.997,11.0
23035.0,953.0,18.0,1.0,22.0,13.0,9.0,9,9.0,2.0,77.0,,,66.0,12.0,01:19.7,150.786,11.0
23036.0,953.0,13.0,3.0,19.0,14.0,10.0,10,10.0,1.0,77.0,,,69.0,9.0,01:19.2,151.656,11.0
23037.0,953.0,821.0,210.0,21.0,12.0,11.0,11,11.0,0.0,77.0,,,69.0,7.0,01:19.1,151.814,11.0
23038.0,953.0,822.0,3.0,77.0,10.0,12.0,12,12.0,0.0,77.0,,,66.0,10.0,01:19.2,151.637,11.0
23039.0,953.0,154.0,210.0,8.0,15.0,13.0,13,13.0,0.0,76.0,,,65.0,14.0,01:20.2,149.755,12.0
23040.0,953.0,836.0,209.0,94.0,20.0,14.0,14,14.0,0.0,76.0,,,60.0,15.0,01:20.4,149.469,12.0
23041.0,953.0,837.0,209.0,88.0,19.0,15.0,15,15.0,0.0,74.0,,,70.0,13.0,01:19.9,150.413,14.0
23042.0,953.0,828.0,15.0,9.0,17.0,,R,16.0,0.0,51.0,,,51.0,16.0,01:21.3,147.687,4.0
23043.0,953.0,831.0,15.0,12.0,0.0,,R,17.0,0.0,48.0,,,46.0,17.0,01:21.9,146.701,31.0
23044.0,953.0,830.0,9.0,33.0,0.0,,R,18.0,0.0,34.0,,,34.0,18.0,01:26.6,138.779,3.0
23045.0,953.0,825.0,4.0,20.0,16.0,,R,19.0,0.0,32.0,,,27.0,19.0,01:29.8,133.774,31.0
23046.0,953.0,826.0,5.0,26.0,8.0,,R,20.0,0.0,18.0,,,14.0,20.0,01:37.9,122.715,3.0
23047.0,953.0,8.0,6.0,7.0,11.0,,R,21.0,0.0,10.0,,,10.0,21.0,01:47.1,112.116,3.0
23048.0,953.0,835.0,4.0,30.0,18.0,,R,22.0,0.0,7.0,,,2.0,22.0,01:58.5,101.399,3.0
23049.0,954.0,1.0,131.0,44.0,1.0,1.0,1,1.0,25.0,70.0,31:05.3,5465296.0,68.0,2.0,01:16.0,206.625,1.0
23050.0,954.0,20.0,6.0,5.0,3.0,2.0,2,2.0,18.0,70.0,5.011,5470307.0,70.0,3.0,01:16.3,205.769,1.0
23051.0,954.0,822.0,3.0,77.0,7.0,3.0,3,3.0,15.0,70.0,46.422,5511718.0,68.0,10.0,01:16.9,204.055,1.0
23052.0,954.0,830.0,9.0,33.0,5.0,4.0,4,4.0,12.0,70.0,53.02,5518316.0,49.0,4.0,01:16.3,205.71,1.0
23053.0,954.0,3.0,131.0,6.0,2.0,5.0,5,5.0,10.0,70.0,+1:02.093,5527389.0,60.0,1.0,01:15.6,207.669,1.0
23054.0,954.0,8.0,6.0,7.0,6.0,6.0,6,6.0,8.0,70.0,+1:03.017,5528313.0,44.0,9.0,01:16.9,204.105,1.0
23055.0,954.0,817.0,9.0,3.0,4.0,7.0,7,7.0,6.0,70.0,+1:03.634,5528930.0,51.0,5.0,01:16.5,205.207,1.0
23056.0,954.0,807.0,10.0,27.0,9.0,8.0,8,8.0,4.0,69.0,,,68.0,8.0,01:16.6,204.944,11.0
23057.0,954.0,832.0,5.0,55.0,20.0,9.0,9,9.0,2.0,69.0,,,54.0,7.0,01:16.6,205.014,11.0
23058.0,954.0,815.0,10.0,11.0,11.0,10.0,10,10.0,1.0,69.0,,,54.0,6.0,01:16.6,205.065,11.0
23059.0,954.0,4.0,1.0,14.0,10.0,11.0,11,11.0,0.0,69.0,,,67.0,13.0,01:17.3,203.081,11.0
23060.0,954.0,826.0,5.0,26.0,15.0,12.0,12,12.0,0.0,69.0,,,50.0,11.0,01:16.9,204.044,11.0
23061.0,954.0,821.0,210.0,21.0,13.0,13.0,13,13.0,0.0,68.0,,,48.0,15.0,01:17.7,201.981,12.0
23062.0,954.0,154.0,210.0,8.0,14.0,14.0,14,14.0,0.0,68.0,,,50.0,12.0,01:17.3,203.149,12.0
23063.0,954.0,828.0,15.0,9.0,21.0,15.0,15,15.0,0.0,68.0,,,63.0,17.0,01:18.1,201.019,12.0
23064.0,954.0,825.0,4.0,20.0,22.0,16.0,16,16.0,0.0,68.0,,,42.0,18.0,01:18.2,200.7,12.0
23065.0,954.0,836.0,209.0,94.0,17.0,17.0,17,17.0,0.0,68.0,,,48.0,19.0,01:18.3,200.551,12.0
23066.0,954.0,831.0,15.0,12.0,18.0,18.0,18,18.0,0.0,68.0,,,66.0,16.0,01:17.9,201.579,12.0
23067.0,954.0,837.0,209.0,88.0,19.0,19.0,19,19.0,0.0,68.0,,,57.0,20.0,01:18.7,199.593,12.0
23068.0,954.0,13.0,3.0,19.0,8.0,,R,20.0,0.0,35.0,,,32.0,14.0,01:17.4,202.774,31.0
23069.0,954.0,835.0,4.0,30.0,16.0,,R,21.0,0.0,16.0,,,6.0,22.0,01:19.9,196.542,31.0
23070.0,954.0,18.0,1.0,22.0,12.0,,R,22.0,0.0,9.0,,,5.0,21.0,01:19.5,197.588,131.0
23071.0,955.0,3.0,131.0,6.0,1.0,1.0,1,1.0,25.0,51.0,32:52.4,5572366.0,48.0,1.0,01:46.5,202.946,1.0
23072.0,955.0,20.0,6.0,5.0,3.0,2.0,2,2.0,18.0,51.0,16.696,5589062.0,49.0,5.0,01:47.0,201.917,1.0
23073.0,955.0,815.0,10.0,11.0,7.0,3.0,3,3.0,15.0,51.0,25.241,5597607.0,45.0,4.0,01:47.0,201.988,1.0
23074.0,955.0,8.0,6.0,7.0,4.0,4.0,4,4.0,12.0,51.0,33.102,5605468.0,41.0,6.0,01:47.2,201.629,1.0
23075.0,955.0,1.0,131.0,44.0,10.0,5.0,5,5.0,10.0,51.0,56.335,5628701.0,42.0,2.0,01:46.8,202.306,1.0
23076.0,955.0,822.0,3.0,77.0,8.0,6.0,6,6.0,8.0,51.0,+1:00.886,5633252.0,50.0,9.0,01:47.6,200.836,1.0
23077.0,955.0,817.0,9.0,3.0,2.0,7.0,7,7.0,6.0,51.0,+1:09.229,5641595.0,51.0,12.0,01:47.7,200.59,1.0
23078.0,955.0,830.0,9.0,33.0,9.0,8.0,8,8.0,4.0,51.0,+1:10.696,5643062.0,50.0,3.0,01:47.0,202.021,1.0
23079.0,955.0,807.0,10.0,27.0,12.0,9.0,9,9.0,2.0,51.0,+1:17.708,5650074.0,37.0,15.0,01:48.0,200.077,1.0
23080.0,955.0,13.0,3.0,19.0,5.0,10.0,10,10.0,1.0,51.0,+1:25.375,5657741.0,35.0,13.0,01:47.8,200.543,1.0
23081.0,955.0,18.0,1.0,22.0,19.0,11.0,11,11.0,0.0,51.0,+1:44.817,5677183.0,50.0,10.0,01:47.6,200.802,1.0
23082.0,955.0,831.0,15.0,12.0,15.0,12.0,12,12.0,0.0,50.0,,,48.0,11.0,01:47.7,200.642,11.0
23083.0,955.0,154.0,210.0,8.0,11.0,13.0,13,13.0,0.0,50.0,,,48.0,14.0,01:47.9,200.205,11.0
23084.0,955.0,825.0,4.0,20.0,22.0,14.0,14,14.0,0.0,50.0,,,41.0,19.0,01:49.3,197.752,11.0
23085.0,955.0,835.0,4.0,30.0,21.0,15.0,15,15.0,0.0,50.0,,,48.0,8.0,01:47.6,200.875,11.0
23086.0,955.0,821.0,210.0,21.0,14.0,16.0,16,16.0,0.0,50.0,,,50.0,7.0,01:47.6,200.912,11.0
23087.0,955.0,828.0,15.0,9.0,20.0,17.0,17,17.0,0.0,50.0,,,48.0,17.0,01:48.9,198.449,11.0
23088.0,955.0,837.0,209.0,88.0,16.0,18.0,18,18.0,0.0,49.0,,,27.0,21.0,01:51.4,194.053,12.0
23089.0,955.0,4.0,1.0,14.0,13.0,,R,19.0,0.0,42.0,,,27.0,18.0,01:49.1,198.08,6.0
23090.0,955.0,836.0,209.0,94.0,17.0,,R,20.0,0.0,39.0,,,33.0,20.0,01:50.6,195.447,23.0
23091.0,955.0,832.0,5.0,55.0,18.0,,R,21.0,0.0,31.0,,,31.0,16.0,01:48.8,198.621,22.0
23092.0,955.0,826.0,5.0,26.0,6.0,,R,22.0,0.0,6.0,,,2.0,22.0,01:53.2,190.963,22.0
23093.0,956.0,1.0,131.0,44.0,1.0,1.0,1,1.0,25.0,71.0,27:38.1,5258107.0,67.0,1.0,01:08.4,227.647,1.0
23094.0,956.0,830.0,9.0,33.0,8.0,2.0,2,2.0,18.0,71.0,5.719,5263826.0,69.0,5.0,01:09.6,223.7,1.0
23095.0,956.0,8.0,6.0,7.0,4.0,3.0,3,3.0,15.0,71.0,6.024,5264131.0,66.0,4.0,01:08.9,226.11,1.0
23096.0,956.0,3.0,131.0,6.0,6.0,4.0,4,4.0,12.0,71.0,16.71,5274817.0,66.0,2.0,01:08.5,227.381,1.0
23097.0,956.0,817.0,9.0,3.0,5.0,5.0,5,5.0,10.0,71.0,30.981,5289088.0,66.0,3.0,01:08.8,226.459,1.0
23098.0,956.0,18.0,1.0,22.0,3.0,6.0,6,6.0,8.0,71.0,37.706,5295813.0,70.0,9.0,01:10.0,222.476,1.0
23099.0,956.0,154.0,210.0,8.0,13.0,7.0,7,7.0,6.0,71.0,44.668,5302775.0,67.0,8.0,01:09.9,222.718,1.0
23100.0,956.0,832.0,5.0,55.0,15.0,8.0,8,8.0,4.0,71.0,47.4,5305507.0,68.0,11.0,01:10.1,222.042,1.0
23101.0,956.0,822.0,3.0,77.0,7.0,9.0,9,9.0,2.0,70.0,,,55.0,12.0,01:10.2,221.814,11.0
23102.0,956.0,836.0,209.0,94.0,12.0,10.0,10,10.0,1.0,70.0,,,67.0,19.0,01:10.9,219.782,11.0
23103.0,956.0,821.0,210.0,21.0,11.0,11.0,11,11.0,0.0,70.0,,,55.0,6.0,01:09.7,223.456,11.0
23104.0,956.0,835.0,4.0,30.0,19.0,12.0,12,12.0,0.0,70.0,,,53.0,13.0,01:10.2,221.757,11.0
23105.0,956.0,831.0,15.0,12.0,21.0,13.0,13,13.0,0.0,70.0,,,46.0,16.0,01:10.4,221.168,11.0
23106.0,956.0,825.0,4.0,20.0,17.0,14.0,14,14.0,0.0,70.0,,,56.0,17.0,01:10.4,221.058,11.0
23107.0,956.0,828.0,15.0,9.0,18.0,15.0,15,15.0,0.0,70.0,,,58.0,18.0,01:10.7,220.264,11.0
23108.0,956.0,837.0,209.0,88.0,20.0,16.0,16,16.0,0.0,70.0,,,66.0,15.0,01:10.3,221.398,11.0
23109.0,956.0,815.0,10.0,11.0,16.0,17.0,17,17.0,0.0,69.0,,,66.0,10.0,01:10.1,222.099,23.0
23110.0,956.0,4.0,1.0,14.0,14.0,18.0,18,18.0,0.0,64.0,,,44.0,20.0,01:11.0,219.284,84.0
23111.0,956.0,807.0,10.0,27.0,2.0,19.0,19,19.0,0.0,64.0,,,53.0,14.0,01:10.3,221.502,23.0
23112.0,956.0,13.0,3.0,19.0,10.0,20.0,20,20.0,0.0,63.0,,,59.0,7.0,01:09.9,222.801,23.0
23113.0,956.0,20.0,6.0,5.0,9.0,,R,21.0,0.0,26.0,,,10.0,21.0,01:11.4,217.992,27.0
23114.0,956.0,826.0,5.0,26.0,22.0,,R,22.0,0.0,2.0,,,2.0,22.0,01:18.3,198.891,31.0
23115.0,957.0,1.0,131.0,44.0,1.0,1.0,1,1.0,25.0,52.0,34:55.8,5695831.0,45.0,3.0,01:35.8,221.44,1.0
23116.0,957.0,830.0,9.0,33.0,3.0,2.0,2,2.0,18.0,52.0,8.25,5704081.0,41.0,6.0,01:36.4,219.979,1.0
23117.0,957.0,3.0,131.0,6.0,2.0,3.0,3,3.0,15.0,52.0,16.911,5712742.0,44.0,1.0,01:35.5,221.957,1.0
23118.0,957.0,817.0,9.0,3.0,4.0,4.0,4,4.0,12.0,52.0,26.211,5722042.0,52.0,4.0,01:36.0,220.882,1.0
23119.0,957.0,8.0,6.0,7.0,5.0,5.0,5,5.0,10.0,52.0,+1:09.743,5765574.0,39.0,8.0,01:37.0,218.648,1.0
23120.0,957.0,815.0,10.0,11.0,10.0,6.0,6,6.0,8.0,52.0,+1:16.941,5772772.0,35.0,15.0,01:37.9,216.625,1.0
23121.0,957.0,807.0,10.0,27.0,8.0,7.0,7,7.0,6.0,52.0,+1:17.712,5773543.0,51.0,11.0,01:37.6,217.25,1.0
23122.0,957.0,832.0,5.0,55.0,7.0,8.0,8,8.0,4.0,52.0,+1:25.858,5781689.0,43.0,10.0,01:37.4,217.734,1.0
23123.0,957.0,20.0,6.0,5.0,11.0,9.0,9,9.0,2.0,52.0,+1:31.654,5787485.0,44.0,7.0,01:36.9,218.786,1.0
23124.0,957.0,826.0,5.0,26.0,15.0,10.0,10,10.0,1.0,52.0,+1:32.600,5788431.0,35.0,13.0,01:37.7,217.141,1.0
23125.0,957.0,13.0,3.0,19.0,12.0,11.0,11,11.0,0.0,51.0,,,40.0,5.0,01:36.1,220.588,11.0
23126.0,957.0,18.0,1.0,22.0,17.0,12.0,12,12.0,0.0,51.0,,,36.0,16.0,01:37.9,216.609,11.0
23127.0,957.0,4.0,1.0,14.0,9.0,13.0,13,13.0,0.0,51.0,,,43.0,2.0,01:35.7,221.676,11.0
23128.0,957.0,822.0,3.0,77.0,6.0,14.0,14,14.0,0.0,51.0,,,45.0,9.0,01:37.4,217.775,11.0
23129.0,957.0,831.0,15.0,12.0,21.0,15.0,15,15.0,0.0,51.0,,,43.0,17.0,01:38.7,214.847,11.0
23130.0,957.0,821.0,210.0,21.0,14.0,16.0,16,16.0,0.0,51.0,,,44.0,14.0,01:37.7,217.039,11.0
23131.0,957.0,825.0,4.0,20.0,16.0,17.0,17,17.0,0.0,49.0,,,43.0,12.0,01:37.6,217.248,6.0
23132.0,957.0,835.0,4.0,30.0,18.0,,R,18.0,0.0,37.0,,,36.0,18.0,01:39.8,212.596,6.0
23133.0,957.0,837.0,209.0,88.0,19.0,,R,19.0,0.0,24.0,,,23.0,19.0,01:41.4,209.189,20.0
23134.0,957.0,154.0,210.0,8.0,13.0,,R,20.0,0.0,17.0,,,14.0,20.0,01:55.5,183.604,31.0
23135.0,957.0,828.0,15.0,9.0,22.0,,R,21.0,0.0,11.0,,,9.0,21.0,02:00.3,176.309,131.0
23136.0,957.0,836.0,209.0,94.0,20.0,,R,22.0,0.0,6.0,,,4.0,22.0,02:48.8,125.634,20.0
23137.0,958.0,1.0,131.0,44.0,2.0,1.0,1,1.0,25.0,70.0,40:30.1,6030115.0,69.0,3.0,01:23.8,188.095,1.0
23138.0,958.0,3.0,131.0,6.0,1.0,2.0,2,2.0,18.0,70.0,1.977,6032092.0,60.0,2.0,01:23.7,188.497,1.0
23139.0,958.0,817.0,9.0,3.0,3.0,3.0,3,3.0,15.0,70.0,27.539,6057654.0,60.0,5.0,01:24.6,186.407,1.0
23140.0,958.0,20.0,6.0,5.0,5.0,4.0,4,4.0,12.0,70.0,28.213,6058328.0,59.0,4.0,01:24.4,186.904,1.0
23141.0,958.0,830.0,9.0,33.0,4.0,5.0,5,5.0,10.0,70.0,48.659,6078774.0,40.0,7.0,01:24.7,186.234,1.0
23142.0,958.0,8.0,6.0,7.0,14.0,6.0,6,6.0,8.0,70.0,49.044,6079159.0,52.0,1.0,01:23.1,189.822,1.0
23143.0,958.0,4.0,1.0,14.0,7.0,7.0,7,7.0,6.0,69.0,,,62.0,8.0,01:25.0,185.639,11.0
23144.0,958.0,832.0,5.0,55.0,6.0,8.0,8,8.0,4.0,69.0,,,67.0,10.0,01:25.1,185.323,11.0
23145.0,958.0,822.0,3.0,77.0,10.0,9.0,9,9.0,2.0,69.0,,,59.0,11.0,01:25.3,184.954,11.0
23146.0,958.0,807.0,10.0,27.0,9.0,10.0,10,10.0,1.0,69.0,,,69.0,13.0,01:25.4,184.696,11.0
23147.0,958.0,815.0,10.0,11.0,13.0,11.0,11,11.0,0.0,69.0,,,65.0,9.0,01:25.0,185.502,11.0
23148.0,958.0,835.0,4.0,30.0,17.0,12.0,12,12.0,0.0,69.0,,,41.0,16.0,01:25.7,183.94,11.0
23149.0,958.0,821.0,210.0,21.0,15.0,13.0,13,13.0,0.0,69.0,,,39.0,17.0,01:26.0,183.486,11.0
23150.0,958.0,154.0,210.0,8.0,11.0,14.0,14,14.0,0.0,69.0,,,56.0,18.0,01:26.0,183.48,11.0
23151.0,958.0,825.0,4.0,20.0,19.0,15.0,15,15.0,0.0,69.0,,,39.0,19.0,01:26.2,182.901,11.0
23152.0,958.0,826.0,5.0,26.0,12.0,16.0,16,16.0,0.0,69.0,,,48.0,6.0,01:24.7,186.273,11.0
23153.0,958.0,831.0,15.0,12.0,16.0,17.0,17,17.0,0.0,69.0,,,66.0,15.0,01:25.7,184.084,11.0
23154.0,958.0,13.0,3.0,19.0,18.0,18.0,18,18.0,0.0,68.0,,,68.0,12.0,01:25.3,184.904,12.0
23155.0,958.0,836.0,209.0,94.0,20.0,19.0,19,19.0,0.0,68.0,,,47.0,20.0,01:26.5,182.28,12.0
23156.0,958.0,828.0,15.0,9.0,22.0,20.0,20,20.0,0.0,68.0,,,47.0,14.0,01:25.5,184.517,12.0
23157.0,958.0,837.0,209.0,88.0,21.0,21.0,21,21.0,0.0,68.0,,,64.0,22.0,01:27.8,179.649,12.0
23158.0,958.0,18.0,1.0,22.0,8.0,,R,22.0,0.0,60.0,,,9.0,21.0,01:26.7,181.817,44.0
23159.0,959.0,1.0,131.0,44.0,2.0,1.0,1,1.0,25.0,67.0,30:44.2,5444200.0,52.0,3.0,01:18.7,209.107,1.0
23160.0,959.0,817.0,9.0,3.0,3.0,2.0,2,2.0,18.0,67.0,6.996,5451196.0,48.0,1.0,01:18.4,209.918,1.0
23161.0,959.0,830.0,9.0,33.0,4.0,3.0,3,3.0,15.0,67.0,13.413,5457613.0,47.0,4.0,01:18.9,208.673,1.0
23162.0,959.0,3.0,131.0,6.0,1.0,4.0,4,4.0,12.0,67.0,15.845,5460045.0,51.0,5.0,01:19.1,208.114,1.0
23163.0,959.0,20.0,6.0,5.0,6.0,5.0,5,5.0,10.0,67.0,32.57,5476770.0,48.0,2.0,01:18.7,209.203,1.0
23164.0,959.0,8.0,6.0,7.0,5.0,6.0,6,6.0,8.0,67.0,37.023,5481223.0,36.0,6.0,01:19.6,206.937,1.0
23165.0,959.0,807.0,10.0,27.0,8.0,7.0,7,7.0,6.0,67.0,+1:10.049,5514249.0,46.0,12.0,01:20.1,205.686,1.0
23166.0,959.0,18.0,1.0,22.0,12.0,8.0,8,8.0,4.0,66.0,,,48.0,9.0,01:19.8,206.395,11.0
23167.0,959.0,822.0,3.0,77.0,7.0,9.0,9,9.0,2.0,66.0,,,36.0,15.0,01:20.4,204.699,11.0
23168.0,959.0,815.0,10.0,11.0,9.0,10.0,10,10.0,1.0,66.0,,,46.0,8.0,01:19.6,206.848,11.0
23169.0,959.0,821.0,210.0,21.0,11.0,11.0,11,11.0,0.0,66.0,,,56.0,10.0,01:19.9,206.131,11.0
23170.0,959.0,4.0,1.0,14.0,13.0,12.0,12,12.0,0.0,66.0,,,50.0,13.0,01:20.1,205.49,11.0
23171.0,959.0,154.0,210.0,8.0,20.0,13.0,13,13.0,0.0,66.0,,,58.0,14.0,01:20.2,205.188,11.0
23172.0,959.0,832.0,5.0,55.0,15.0,14.0,14,14.0,0.0,66.0,,,54.0,11.0,01:20.0,205.94,11.0
23173.0,959.0,826.0,5.0,26.0,18.0,15.0,15,15.0,0.0,66.0,,,51.0,7.0,01:19.6,206.903,11.0
23174.0,959.0,825.0,4.0,20.0,16.0,16.0,16,16.0,0.0,66.0,,,42.0,21.0,01:21.6,201.673,11.0
23175.0,959.0,836.0,209.0,94.0,17.0,17.0,17,17.0,0.0,65.0,,,49.0,16.0,01:20.7,204.019,12.0
23176.0,959.0,828.0,15.0,9.0,22.0,18.0,18,18.0,0.0,65.0,,,35.0,18.0,01:21.2,202.758,12.0
23177.0,959.0,835.0,4.0,30.0,14.0,19.0,19,19.0,0.0,65.0,,,55.0,17.0,01:21.1,202.97,12.0
23178.0,959.0,837.0,209.0,88.0,19.0,20.0,20,20.0,0.0,65.0,,,56.0,22.0,01:21.8,201.19,12.0
23179.0,959.0,831.0,15.0,12.0,21.0,,R,21.0,0.0,57.0,,,45.0,19.0,01:21.4,202.24,131.0
23180.0,959.0,13.0,3.0,19.0,10.0,,R,22.0,0.0,36.0,,,31.0,20.0,01:21.5,202.101,22.0
23181.0,960.0,3.0,131.0,6.0,1.0,1.0,1,1.0,25.0,44.0,44:51.1,6291058.0,11.0,2.0,01:51.7,225.64,1.0
23182.0,960.0,817.0,9.0,3.0,5.0,2.0,2,2.0,18.0,44.0,14.113,6305171.0,11.0,4.0,01:52.5,224.205,1.0
23183.0,960.0,1.0,131.0,44.0,21.0,3.0,3,3.0,15.0,44.0,27.634,6318692.0,40.0,1.0,01:51.6,225.969,1.0
23184.0,960.0,807.0,10.0,27.0,7.0,4.0,4,4.0,12.0,44.0,35.907,6326965.0,41.0,10.0,01:53.5,222.094,1.0
23185.0,960.0,815.0,10.0,11.0,6.0,5.0,5,5.0,10.0,44.0,40.66,6331718.0,34.0,8.0,01:53.4,222.321,1.0
23186.0,960.0,20.0,6.0,5.0,4.0,6.0,6,6.0,8.0,44.0,45.394,6336452.0,35.0,5.0,01:52.7,223.674,1.0
23187.0,960.0,4.0,1.0,14.0,22.0,7.0,7,7.0,6.0,44.0,59.445,6350503.0,43.0,15.0,01:54.5,220.243,1.0
23188.0,960.0,822.0,3.0,77.0,8.0,8.0,8,8.0,4.0,44.0,+1:00.151,6351209.0,31.0,12.0,01:54.1,220.946,1.0
23189.0,960.0,8.0,6.0,7.0,3.0,9.0,9,9.0,2.0,44.0,+1:01.109,6352167.0,27.0,9.0,01:53.5,222.157,1.0
23190.0,960.0,13.0,3.0,19.0,10.0,10.0,10,10.0,1.0,44.0,+1:05.873,6356931.0,25.0,14.0,01:54.3,220.517,1.0
23191.0,960.0,830.0,9.0,33.0,2.0,11.0,11,11.0,0.0,44.0,+1:11.138,6362196.0,32.0,7.0,01:53.3,222.582,1.0
23192.0,960.0,821.0,210.0,21.0,18.0,12.0,12,12.0,0.0,44.0,+1:13.877,6364935.0,26.0,13.0,01:54.3,220.53,1.0
23193.0,960.0,154.0,210.0,8.0,11.0,13.0,13,13.0,0.0,44.0,+1:16.474,6367532.0,25.0,11.0,01:53.8,221.561,1.0
23194.0,960.0,826.0,5.0,26.0,19.0,14.0,14,14.0,0.0,44.0,+1:27.097,6378155.0,37.0,3.0,01:52.1,224.965,1.0
23195.0,960.0,835.0,4.0,30.0,13.0,15.0,15,15.0,0.0,44.0,+1:33.165,6384223.0,41.0,6.0,01:53.3,222.641,1.0
23196.0,960.0,839.0,209.0,31.0,17.0,16.0,16,16.0,0.0,43.0,,,26.0,16.0,01:55.7,217.865,11.0
23197.0,960.0,831.0,15.0,12.0,16.0,17.0,17,17.0,0.0,43.0,,,31.0,17.0,01:56.2,217.081,11.0
23198.0,960.0,825.0,4.0,20.0,12.0,,R,18.0,0.0,5.0,,,4.0,18.0,01:56.6,216.269,3.0
23199.0,960.0,828.0,15.0,9.0,20.0,,R,19.0,0.0,3.0,,,2.0,19.0,02:15.3,186.421,6.0
23200.0,960.0,832.0,5.0,55.0,14.0,,R,20.0,0.0,1.0,,,,0.0,,,29.0
23201.0,960.0,18.0,1.0,22.0,9.0,,R,21.0,0.0,1.0,,,,0.0,,,130.0
23202.0,960.0,836.0,209.0,94.0,15.0,,R,22.0,0.0,0.0,,,,0.0,,,130.0
23203.0,961.0,3.0,131.0,6.0,2.0,1.0,1,1.0,25.0,53.0,17:28.1,4648089.0,26.0,9.0,01:26.6,240.82,1.0
23204.0,961.0,1.0,131.0,44.0,1.0,2.0,2,2.0,18.0,53.0,15.07,4663159.0,27.0,4.0,01:26.3,241.646,1.0
23205.0,961.0,20.0,6.0,5.0,3.0,3.0,3,3.0,15.0,53.0,20.99,4669079.0,48.0,5.0,01:26.3,241.626,1.0
23206.0,961.0,8.0,6.0,7.0,4.0,4.0,4,4.0,12.0,53.0,27.561,4675650.0,50.0,3.0,01:26.0,242.452,1.0
23207.0,961.0,817.0,9.0,3.0,6.0,5.0,5,5.0,10.0,53.0,45.295,4693384.0,52.0,2.0,01:25.9,242.726,1.0
23208.0,961.0,822.0,3.0,77.0,5.0,6.0,6,6.0,8.0,53.0,51.015,4699104.0,46.0,10.0,01:26.7,240.517,1.0
23209.0,961.0,830.0,9.0,33.0,7.0,7.0,7,7.0,6.0,53.0,54.236,4702325.0,50.0,8.0,01:26.4,241.361,1.0
23210.0,961.0,815.0,10.0,11.0,8.0,8.0,8,8.0,4.0,53.0,+1:04.954,4713043.0,40.0,12.0,01:26.9,239.93,1.0
23211.0,961.0,13.0,3.0,19.0,11.0,9.0,9,9.0,2.0,53.0,+1:05.617,4713706.0,50.0,7.0,01:26.4,241.375,1.0
23212.0,961.0,807.0,10.0,27.0,9.0,10.0,10,10.0,1.0,53.0,+1:18.656,4726745.0,40.0,13.0,01:27.0,239.837,1.0
23213.0,961.0,154.0,210.0,8.0,17.0,11.0,11,11.0,0.0,52.0,,,50.0,15.0,01:27.2,239.086,11.0
23214.0,961.0,18.0,1.0,22.0,14.0,12.0,12,12.0,0.0,52.0,,,40.0,6.0,01:26.4,241.503,11.0
